#REF!,Service Company Name:,,#ERROR!,UNCONVENTIONAL RESOURCES - WCO&PED,,,,,,,,,,,,,,,,,,,If Recorded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Service Company Code:,,,,,,,,,,,#ERROR!,,HAZEM,,,,,,SIWHP (psig):,,6870,,,,,,,,,"Venturi meter Pipe Diameter ""D"" (mm):",,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/31/21 20:00, 20:00 TS started flushing Desander & Sand Filter. Recovered DS= 0.5 Kg & SF= 0.5 Kg.,16,6054,6043,5984,169,333,165,,,,,86,,,,,,,,,,0.000,0,0,,,0.00,6.81,5.07,,,,,1.40,10000,,,,,7.0,60600,,,0.0,0.0,0.0,,,237,,0,,0,,,,,PROP,,100,0.00,2.21,0.00,77.16,2.21,77.16,2.21,,0.00,0.00
,8/31/21 20:15,,16,6052,6040,5981,169,324,165,,,,,86,,,,,,,,,,0.000,0,0,,,0.00,6.80,5.06,,,,,1.40,10000,,,,,7.0,60600,,,0.0,0.0,0.0,,,258,,0,,0,,,,,,,,0.00,0.00,0.00,77.16,,77.16,0.00,,0.00,0.00
,8/31/21 20:30," 20:30 BSW= 86 %, CL= 60600 ppm, pH= 7, H2S=  10,000 ppm, CO2= 1.4 %.",16,6055,6043,5981,170,323,166,,,,,86,,,,,,,,,,0.000,0,0,,,0.00,6.80,5.06,,,,,1.40,10000,,,,,7.0,60600,,,0.0,0.0,0.0,,,278,,0,,0,,,,,,,,0.00,0.00,0.00,77.16,,77.16,0.00,,0.00,0.00
,8/31/21 20:45,,16,6054,6043,5983,171,333,166,,,,,86,,,,,,,,,,0.000,0,0,,,0.00,6.80,5.06,,,,,1.40,10000,,,,,7.0,60600,,,0.0,0.0,0.0,,,295,,0,,0,,,,,,,,0.00,0.00,0.00,77.16,,77.16,0.00,,0.00,0.00
,8/31/21 21:00,,16,6053,6042,5979,170,328,166,,,,,86,,,,,,,,,,0.000,0,0,,,0.00,6.79,5.06,,,,,1.40,10000,,,,,7.0,60600,,,0.0,0.0,0.0,,,314,,0,,0,,,,,,,,0.00,0.00,0.00,77.16,,77.16,0.00,,0.00,0.00
,8/31/21 21:15,,16,6057,6047,5981,171,329,167,,,,,86,,,,,,,,,,0.000,0,0,,,0.00,6.79,5.05,,,,,1.40,10000,,,,,7.0,60600,,,0.0,0.0,0.0,,,333,,0,,0,,,,,,,,0.00,0.00,0.00,77.16,,77.16,6.61,,0.00,0.00
,8/31/21 21:30," 21:30 BSW= 86 %, CL= 60600 ppm, pH= 7, H2S=  10,000 ppm, CO2= 1.4 %.",16,6061,6051,5986,172,333,167,,,,,86,,,,,,,,,,0.000,0,0,,,0.00,6.79,5.06,,,,,1.40,10000,,,,,7.0,60600,,,0.0,0.0,0.0,,,349,,0,,0,,,,,,,,0.00,0.00,0.00,77.16,,77.16,6.61,,0.00,0.00
,8/31/21 21:45,,16,6064,6053,5988,171,331,166,,,,,86,,,,,,,,,,0.000,0,0,,,0.00,6.80,5.06,,,,,1.40,10000,,,,,7.0,60600,,,0.0,0.0,0.0,,,364,,0,,0,,,,,,,,0.00,0.00,0.00,77.16,,77.16,6.61,,0.00,0.00
,8/31/21 22:00, 22:00 TS started flushing Desander & Sand Filter. Recovered DS= 0.5 Kg & SF= 2.5 Kg.,16,6068,6057,5990,172,332,167,,,,,86,,,,,,,,,,0.000,0,0,,,0.00,6.80,5.06,,,,,1.40,10000,,,,,7.0,60600,,,0.0,0.0,0.0,,,381,,0,,0,,,,,PROP,,100,0.00,6.61,0.00,83.78,6.61,83.78,6.61,,0.00,0.00
,8/31/21 22:15,,16,6071,6060,5994,172,332,167,,,,,86,,,,,,,,,,0.000,0,0,,,0.00,6.80,5.06,,,,,1.40,10000,,,,,7.0,60600,,,0.0,0.0,0.0,,,395,,0,,0,,,,,,,,0.00,0.00,0.00,83.78,,83.78,0.00,,0.00,0.00
,8/31/21 22:30," 22:30 BSW= 86 %, CL= 60600 ppm, pH= 7, H2S=  10,000 ppm, CO2= 1.4 %.",16,6073,6063,6028,174,336,168,,,,,86,,,,,,,,,,0.000,0,0,,,0.00,6.83,5.08,,,,,1.40,10000,,,,,7.0,60600,,,0.0,0.0,0.0,,,408,,0,,0,,,,,,,,0.00,0.00,0.00,83.78,,83.78,0.00,,0.00,0.00
,8/31/21 22:45,,16,6075,6064,6056,175,330,168,,,,,86,,,,,,,,,,0.000,0,0,,,0.00,6.86,5.10,,,,,1.40,10000,,,,,7.0,60600,,,0.0,0.0,0.0,,,424,,0,,0,,,,,,,,0.00,0.00,0.00,83.78,,83.78,0.00,,0.00,0.00
,8/31/21 23:00,,16,6080,6069,6036,172,333,168,,,,,86,,,,,,,,,,0.000,0,0,,,0.00,6.85,5.10,,,,,1.40,10000,,,,,7.0,60600,,,0.0,0.0,0.0,,,440,,0,,0,,,,,,,,0.00,0.00,0.00,83.78,,83.78,0.00,,0.00,0.00
,8/31/21 23:15,,16,6083,6073,6014,174,336,169,,,,,86,,,,,,,,,,0.000,0,0,,,0.00,6.81,5.07,,,,,1.40,10000,,,,,7.0,60600,,,0.0,0.0,0.0,,,452,,0,,0,,,,,,,,0.00,0.00,0.00,83.78,,83.78,2.21,,0.00,0.00
,8/31/21 23:30," 23:30 BSW= 86 %, CL= 60600 ppm, pH= 7, H2S=  10,000 ppm, CO2= 1.4 %.",16,6086,6075,6014,175,334,169,,,,,86,,,,,,,,,,0.000,0,0,,,0.00,6.81,5.07,,,,,1.40,10000,,,,,7.0,60600,,,0.0,0.0,0.0,,,464,,0,,0,,,,,,,,0.00,0.00,0.00,83.78,,83.78,2.21,,0.00,0.00
,8/31/21 23:45,,16,6088,6078,6016,175,333,170,,,,,86,,,,,,,,,,0.000,0,0,,,0.00,6.81,5.07,,,,,1.40,10000,,,,,7.0,60600,,,0.0,0.0,0.0,,,475,,0,,0,,,,,,,,0.00,0.00,0.00,83.78,,83.78,2.21,,0.00,0.00
,9/1/21 0:00, 0:00 TS started flushing Desander & Sand Filter. Recovered DS= 0.5 Kg & SF= 0.5 Kg.,16,6092,6080,6018,176,336,170,,,,,86,,,,,,,,,,0.000,0,0,,,0.00,6.81,5.07,,,,,1.40,10000,,,,,7.0,60600,,,0.0,0.0,0.0,,,484,,0,,0,,,,,PROP,,100,0.00,2.21,0.00,85.98,2.21,85.98,2.21,,0.00,0.00
,9/1/21 0:15,,18,6074,6061,5983,179,353,172,,,,,86,,,,,,,,,,0.000,0,0,,,0.00,8.40,6.43,,,,,1.40,10000,,,,,7.0,60600,,,0.0,0.0,0.0,,,553,,0,,0,,,,,,,,0.00,0.00,0.00,85.98,,85.98,0.00,,0.00,0.00
,9/1/21 0:30," 0:30 BSW= 86 %, CL= 60600 ppm, pH= 7, H2S=  10,000 ppm, CO2= 1.4 %.",18,6087,6074,5989,180,338,173,,,,,86,,,,,,,,,,0.000,0,0,,,0.00,8.40,6.43,,,,,1.40,10000,,,,,7.0,60600,,,0.0,0.0,0.0,,,638,,0,,0,,,,,,,,0.00,0.00,0.00,85.98,,85.98,0.00,,0.00,0.00
,9/1/21 0:45,,18,6095,6083,6003,181,344,173,,,,,86,,,,,,,,,,0.000,0,0,,,0.00,8.42,6.44,,,,,1.40,10000,,,,,7.0,60600,,,0.0,0.0,0.0,,,718,,0,,0,,,,,,,,0.00,0.00,0.00,85.98,,85.98,0.00,,0.00,0.00
,9/1/21 1:00,,18,6103,6091,6012,180,346,174,,,,,86,,,,,,,,,,0.000,0,0,,,0.00,8.43,6.45,,,,,1.40,10000,,,,,7.0,60600,,,0.0,0.0,0.0,,,791,,0,,0,,,,,,,,0.00,0.00,0.00,85.98,,85.98,0.00,,0.00,0.00
,9/1/21 1:15,,18,6109,6098,6017,181,348,175,,,,,86,,,,,,,,,,0.000,0,0,,,0.00,8.43,6.45,,,,,1.40,10000,,,,,7.0,60600,,,0.0,0.0,0.0,,,855,,0,,0,,,,,,,,0.00,0.00,0.00,85.98,,85.98,1.10,,0.00,0.00
,9/1/21 1:30," 1:30 BSW= 86 %, CL= 60600 ppm, pH= 7, H2S=  10,000 ppm, CO2= 1.4 %.",18,6121,6109,6022,181,344,174,,,,,86,,,,,,,,,,0.000,0,0,,,0.00,8.44,6.46,,,,,1.40,10000,,,,,7.0,60600,,,0.0,0.0,0.0,,,909,,0,,0,,,,,,,,0.00,0.00,0.00,85.98,,85.98,1.10,,0.00,0.00
,9/1/21 1:45,,18,6124,6112,6026,181,349,175,,,,,86,,,,,,,,,,0.000,0,0,,,0.00,8.45,6.46,,,,,1.40,10000,,,,,7.0,60600,,,0.0,0.0,0.0,,,955,,0,,0,,,,,,,,0.00,0.00,0.00,85.98,,85.98,1.10,,0.00,0.00
,9/1/21 2:00,,18,6136,6124,6032,182,340,176,,,,,86,,335,148,,,1.000,147,0.92,0.95,0.000,0,0,,,0.00,8.45,6.47,,,,,1.40,10000,,,,,7.0,60600,,,0.0,0.0,0.0,,,997,,0,,0,,,,,PROP,,100,0.00,1.10,0.00,87.08,1.10,87.08,1.10,,0.00,0.00
,9/1/21 2:15,,18,6143,6131,6098,184,345,177,,,,,86,,328,148,101,,1.250,148,0.92,0.95,1.434,414,2547,288.82,3462.33,0.14,8.53,6.53,,,,0.87,1.40,10000,,,46.25,,7.0,60600,,,0.0,4.3,26.5,,,1030,,0,,0,,,,,,,,0.00,0.00,0.00,87.08,,87.08,0.00,0.00,7.06,0.29
,9/1/21 2:30," 2:30 BSW= 82 %, CL= 60600 ppm, pH= 7, H2S=  20,000 ppm, CO2= 1.4 %.",18,6150,6136,6126,183,342,177,,,,,82,,332,149,105,,1.250,148,0.92,0.95,1.477,412,2550,278.72,3587.79,0.15,8.57,6.56,,,,0.87,1.40,20000,,,46.25,,7.0,60600,,,0.0,8.6,53.1,,,1060,,0,,0,,,,,,,,0.00,0.00,0.00,87.08,,87.08,0.00,0.00,7.06,0.29
,9/1/21 2:45,,18,6153,6140,6132,183,339,176,,,,,82,,333,149,104,,1.250,148,0.92,0.95,1.494,532,2438,355.91,2809.70,0.16,8.58,6.57,,,,0.87,1.40,20000,,,46.25,,7.0,60600,,,0.0,14.1,78.5,,,1083,,0,,0,,,,,,,,0.00,0.00,0.00,87.08,,87.08,0.00,0.00,7.06,0.29
,9/1/21 3:00,,18,6157,6145,6094,181,344,176,,,,,80,,332,146,112,,1.250,146,0.92,0.95,1.477,536,2450,363.30,2752.51,0.15,8.54,6.54,,,,0.87,1.40,20000,,,46.25,,7.0,60600,,,0.1,19.7,104.0,,,1106,,0,,0,,,,,,,,0.00,0.00,0.00,87.08,,87.08,0.00,0.00,7.06,0.29
,9/1/21 3:15,,18,6161,6149,6067,183,339,177,,,,,80,,332,146,114,,1.250,146,0.92,0.95,1.533,576,2358,375.65,2662.06,0.15,8.49,6.50,,,,0.87,1.40,20000,,,46.25,,7.0,60600,,,0.1,25.7,128.6,,,1125,,0,,0,,,,,,,,0.00,0.00,0.00,87.08,,87.08,4.41,2.83,7.48,0.31
,9/1/21 3:30," 3:30 BSW= 80 %, CL= 60600 ppm, pH= 7, H2S=  20,000 ppm, CO2= 1.4 %.",18,6166,6155,6071,183,344,176,,,,,80,,333,145,115,,1.250,148,0.92,0.95,1.544,613,2299,397.37,2516.52,0.15,8.50,6.50,,,,0.87,1.40,20000,,,46.25,,7.0,60600,,,0.1,32.1,152.5,,,1140,,0,,0,,,,,,,,0.00,0.00,0.00,87.08,,87.08,4.41,2.83,7.48,0.31
,9/1/21 3:45,,18,6169,6158,6072,184,340,179,,,,,80,,332,147,121,,1.250,147,0.92,0.95,1.577,568,2342,360.09,2777.07,0.15,8.49,6.49,,,,0.87,1.40,20000,,,46.25,,7.0,60600,,,0.1,38.0,176.9,,,416,,0,,0,,,,,,,,0.00,0.00,0.00,87.08,,87.08,4.41,2.83,7.48,0.31
,9/1/21 4:00, 4:00 TS started flushing Desander & Sand Filter. Recovered DS= 1 Kg & SF= 1 Kg.,18,6173,6161,6075,184,355,179,,,,,80,,333,150,121,,1.250,148,0.92,0.95,1.579,583,2336,369.23,2708.35,0.15,8.49,6.50,,,,0.87,1.40,20000,,,46.25,,7.0,60600,,,0.1,44.1,201.3,,,441,,0,,0,,,,,PROP,,100,0.00,4.41,0.00,91.49,4.41,91.49,4.41,2.83,7.48,0.31
,9/1/21 4:15,,18,6179,6166,6080,182,366,178,,,,,80,,360,149,114,,1.250,148,0.92,0.95,1.592,582,2342,365.77,2733.93,0.16,8.52,6.52,,,,0.87,1.40,20000,,,46.25,,7.0,60600,,,0.1,50.2,225.6,,,457,,0,,0,,,,,,,,0.00,0.00,0.00,91.49,,91.49,0.00,0.00,7.88,0.33
,9/1/21 4:30," 4:30 BSW= 80 %, CL= 60600 ppm, pH= 7, H2S=  20,000 ppm, CO2= 1.4 %.",18,6181,6168,6079,176,368,174,,,,,80,,359,144,124,,1.250,145,0.92,0.95,1.658,580,2324,349.81,2858.70,0.16,8.55,6.55,,,,0.87,1.40,20000,,,46.25,,7.0,60600,,,0.2,56.2,249.8,,,472,,0,,0,,,,,,,,0.00,0.00,0.00,91.49,,91.49,0.00,0.00,7.88,0.33
,9/1/21 4:45,,18,6187,6175,6084,179,366,175,,,,,80,,355,145,124,,1.250,144,0.92,0.95,1.653,588,2335,356.05,2808.62,0.16,8.54,6.54,,,,0.87,1.40,20000,,,46.25,,7.0,60600,,,0.2,62.3,274.2,,,486,,0,,0,,,,,,,,0.00,0.00,0.00,91.49,,91.49,0.00,0.00,7.88,0.33
,9/1/21 5:00,,18,6193,6181,6090,182,369,177,,,,,80,,358,146,125,,1.250,145,0.92,0.95,1.666,576,2323,345.66,2893.02,0.16,8.53,6.53,,,,0.87,1.40,20000,,,46.25,,7.0,60600,,,0.2,68.3,298.4,,,499,,0,,0,,,,,,,,0.00,0.00,0.00,91.49,,91.49,0.00,0.00,7.88,0.33
,9/1/21 5:15,,18,6197,6185,6095,183,371,178,,,,,80,,357,147,128,,1.250,147,0.92,0.95,1.686,581,2319,344.32,2904.29,0.17,8.53,6.53,,,,0.87,1.40,20000,,,46.25,,7.0,60600,,,0.2,74.4,322.5,,,510,,0,,0,,,,,,,,0.00,0.00,0.00,91.49,,91.49,3.31,1.94,8.20,0.34
,9/1/21 5:30," 5:30 BSW= 80 %, CL= 60600 ppm, pH= 7, H2S=  20,000 ppm, CO2= 1.4 %.",18,6203,6190,6098,183,374,178,,,,,80,,362,148,129,,1.250,146,0.92,0.95,1.700,571,2295,335.73,2978.59,0.17,8.53,6.53,,,,0.87,1.40,20000,,,46.25,,7.0,60600,,,0.2,80.3,346.4,,,520,,0,,0,,,,,,,,0.00,0.00,0.00,91.49,,91.49,3.31,1.94,8.20,0.34
,9/1/21 5:45,,18,6208,6196,6101,183,373,178,,,,,80,,365,148,129,,1.250,145,0.92,0.95,1.710,572,2304,334.69,2987.87,0.17,8.54,6.53,,,,0.87,1.40,20000,,,46.25,,7.0,60600,,,0.2,86.3,370.4,,,528,,0,,0,,,,,,,,0.00,0.00,0.00,91.49,,91.49,3.31,1.94,8.20,0.34
,9/1/21 6:00, 6:00 TS started flushing Desander & Sand Filter. Recovered DS= 1 Kg & SF= 0.5 Kg.,18,6211,6198,6190,184,373,179,,,,,80,,363,149,133,,1.250,147,0.92,0.95,1.733,593,2309,342.40,2920.56,0.20,8.66,6.63,,,,0.87,1.40,20000,,,46.25,,7.0,60600,,,0.3,92.5,394.5,,,539,,0,,0,,,,,PROP,,100,0.00,3.31,0.00,94.80,3.31,94.80,3.31,1.94,8.20,0.34
,9/1/21 6:15,,18,6217,6204,6193,180,369,179,,,,,80,,364,148,130,,1.250,148,0.92,0.95,1.703,671,2247,393.82,2539.26,0.19,8.68,6.64,,,,0.87,1.40,20000,,,46.25,,7.0,60600,,,0.3,99.5,417.9,,,550,,0,,0,,,,,,,,0.00,0.00,0.00,94.80,,94.80,0.00,0.00,8.53,0.36
,9/1/21 6:30," 6:30 BSW= 77 %, CL= 60600 ppm, pH= 7, H2S=  20,000 ppm, CO2= 1.4 %.",18,6221,6208,6197,178,378,182,,,,,77,,365,147,130,,1.250,151,0.92,0.95,1.717,677,2243,394.35,2535.79,0.20,8.71,6.66,,,,0.87,1.40,20000,,,46.25,,7.0,60600,,,0.3,106.5,441.3,,,559,,0,,0,,,,,,,,0.00,0.00,0.00,94.80,,94.80,0.00,0.00,8.53,0.36
,9/1/21 6:45,,18,6225,6212,6189,183,378,183,,,,,77,,366,146,147,,1.250,149,0.92,0.95,1.835,672,2237,366.28,2730.14,0.21,8.66,6.63,,,,0.87,1.40,20000,,,46.25,,7.0,60600,,,0.3,113.5,464.6,,,569,,0,,0,,,,,,,,0.00,0.00,0.00,94.80,,94.80,0.00,0.00,8.53,0.36
,9/1/21 7:00,,18,6230,6217,6183,184,376,184,,,,,77,,365,148,151,,1.250,149,0.92,0.95,1.851,674,2226,364.06,2746.77,0.21,8.65,6.62,,,,0.87,1.40,20000,,,46.25,,7.0,60600,,,0.3,120.5,487.8,,,576,,0,,0,,,,,,,,0.00,0.00,0.00,94.80,,94.80,0.00,0.00,8.53,0.36
,9/1/21 7:15,,18,6233,6220,6177,183,379,182,,,,,77,,366,147,153,,1.250,149,0.92,0.95,1.868,668,2227,357.65,2796.01,0.21,8.64,6.61,,,,0.87,1.40,20000,,,46.25,,7.0,60600,,,0.4,127.5,510.9,,,583,,0,,0,,,,,,,,0.00,0.00,0.00,94.80,,94.80,3.31,1.76,9.02,0.38
,9/1/21 7:30," 7:30 BSW= 77 %, CL= 60600 ppm, pH= 7, H2S=  20,000 ppm, CO2= 1.4 %.",18,6238,6225,6167,185,376,184,,,,,77,,364,148,155,,1.250,151,0.92,0.95,1.874,667,2205,356.08,2808.39,0.20,8.62,6.59,,,,0.87,1.40,20000,,,46.25,,7.0,60600,,,0.4,134.4,533.9,,,591,,0,,0,,,,,,,,0.00,0.00,0.00,94.80,,94.80,3.31,1.76,9.02,0.38
,9/1/21 7:45,,18,6244,6231,6162,186,380,186,,,,,77,,368,149,151,,1.250,152,0.92,0.95,1.855,671,2223,361.89,2763.29,0.20,8.61,6.59,,,,0.87,1.40,20000,,,46.25,,7.0,60600,,,0.4,141.4,557.1,,,595,,0,,0,,,,,,,,0.00,0.00,0.00,94.80,,94.80,3.31,1.76,9.02,0.38
,9/1/21 8:00, 8:00 TS started flushing Desander & Sand Filter. Recovered DS= 1 Kg & SF= 0.5 Kg.,18,6245,6232,6154,184,380,186,,,,,77,,369,149,161,,1.250,155,0.92,0.95,1.916,662,2198,345.45,2894.79,0.21,8.60,6.58,,,,0.87,1.40,20000,,,46.25,,7,60600,,,0.4,148.3,580.0,,,598,,0,,0,,,,,PROP,,100,0.00,3.31,0.00,98.11,3.31,98.11,3.31,1.76,9.02,0.38
,9/1/21 8:15,,18,6249,6236,6149,186,378,182,,,,,77,,366,149,163,,1.250,157,0.92,0.95,1.921,663,2208,345.33,2895.78,0.20,8.58,6.57,,,,0.87,1.40,20000,,,46.25,,7,60600,,,0.4,155.2,603.0,,,604,,0,,0,,,,,,,,0.00,0.00,0.00,98.11,,98.11,0.00,0.00,9.22,0.38
,9/1/21 8:30," 8:30 BSW= 74 %, CL= 60600 ppm, pH= 7, H2S=  20,000 ppm, CO2= 1.4 %.",18,6255,6243,6151,187,379,183,,,,,74,,367,150,160,,1.250,159,0.92,0.95,1.903,732,2122,384.96,2597.67,0.20,8.58,6.56,,,,0.87,1.40,20000,,,46.25,,7,60600,,,0.5,162.9,625.1,,,609,,0,,0,,,,,,,,0.00,0.00,0.00,98.11,,98.11,0.00,0.00,9.22,0.38
,9/1/21 8:45,,18,6261,6248,6155,189,383,184,,,,,74,,369,150,161,,1.250,161,0.92,0.95,1.913,755,2121,394.40,2535.51,0.21,8.57,6.56,,,,0.87,1.40,20000,,,46.25,,7,60600,,,0.5,170.7,647.2,,,613,,0,,0,,,,,,,,0.00,0.00,0.00,98.11,,98.11,0.00,0.00,9.22,0.38
,9/1/21 9:00,,18,6266,6253,6159,191,384,180,,,,,74,,368,150,166,,1.250,163,0.92,0.95,1.945,741,2109,381.03,2624.45,0.21,8.57,6.56,,,,0.87,1.40,20000,,,46.25,,7,60600,,,0.5,178.5,669.1,,,614,,0,,0,,,,,,,,0.00,0.00,0.00,98.11,,98.11,0.00,0.00,9.22,0.38
,9/1/21 9:15,,18,6267,6254,6159,190,378,191,,,,,74,,369,150,175,,1.250,164,0.92,0.95,2.001,741,2087,370.30,2700.49,0.22,8.57,6.56,,,,0.87,1.40,20000,,,46.25,,7,60600,,,0.5,186.2,690.9,,,618,,0,,0,,,,,,,,0.00,0.00,0.00,98.11,,98.11,2.21,1.10,9.64,0.40
,9/1/21 9:30," 9:30 BSW= 74 %, CL= 60600 ppm, pH= 7, H2S=  20,000 ppm, CO2= 1.4 %.",18,6271,6258,6219,193,381,191,,,,,74,,370,150,169,,1.250,166,0.92,0.95,1.966,749,2124,381.32,2622.50,0.23,8.63,6.61,,,,0.87,1.40,20000,,,46.25,,7,60600,,,0.5,194.0,713.0,,,623,,0,,0,,,,,,,,0.00,0.00,0.00,98.11,,98.11,2.21,1.10,9.64,0.40
,9/1/21 9:45,,18,6274,6261,6252,192,385,189,,,,,74,,372,150,176,,1.250,170,0.92,0.95,2.010,746,2121,371.30,2693.27,0.25,8.69,6.65,,,,0.87,1.40,20000,,,46.25,,7,60600,,,0.6,201.8,735.1,,,628,,0,,0,,,,,,,,0.00,0.00,0.00,98.11,,98.11,2.21,1.10,9.64,0.40
,9/1/21 10:00, 10:00 TS started flushing Desander & Sand Filter. Recovered DS= 1 Kg & SF= 0 Kg.,18,6276,6263,6254,193,384,191,,,,,74,,372,151,184,,1.250,170,0.92,0.95,2.058,745,2117,361.83,2763.72,0.25,8.69,6.65,,,,0.87,1.40,20000,,,46.25,,7,60600,,,0.6,209.5,757.1,,,634,,0,,0,,,,,PROP,,100,0.00,2.21,0.00,100.31,2.21,100.31,2.21,1.10,9.64,0.40
,9/1/21 10:15,,18,6281,6268,6258,193,381,191,,,,,74,,369,151,184,,1.250,170,0.92,0.95,2.044,749,2109,366.21,2730.68,0.25,8.69,6.65,,,,0.87,1.40,20000,,,46.25,,7,60600,,,0.6,217.3,779.1,,,640,,,,,,,,,,,,0.00,0.00,0.00,100.31,,100.31,0.00,0.00,9.90,0.41
,9/1/21 10:30," 10:30 BSW= 74 %, CL= 60600 ppm, pH= 7, H2S=  20,000 ppm, CO2= 1.4 %.",18,6288,6275,6264,194,383,193,,,,,74,,370,152,183,,1.250,172,0.92,0.95,2.045,745,2114,364.57,2742.96,0.26,8.69,6.65,,,,0.87,1.40,20000,,,46.25,,7,60600,,,0.6,225.1,801.1,,,646,,,,,,,,,,,,0.00,0.00,0.00,100.31,,100.31,0.00,0.00,9.90,0.41
,9/1/21 10:45,,18,6294,6282,6271,196,389,196,,,,,74,,373,154,186,,1.250,172,0.92,0.95,2.064,746,2120,361.42,2766.89,0.26,8.69,6.65,,,,0.87,1.40,20000,,,46.25,,7,60600,,,0.6,232.9,823.2,,,650,,,,,,,,,,,,0.00,0.00,0.00,100.31,,100.31,0.00,0.00,9.90,0.41
,9/1/21 11:00,,18,6297,6284,6275,199,386,195,,,,,74,,374,157,192,,1.250,170,0.92,0.95,2.101,740,2103,352.22,2839.13,0.27,8.68,6.64,,,,0.87,1.40,20000,,,46.25,,7,60600,,,0.7,240.6,845.1,,,652,,,,,,,,,,,,0.00,0.00,0.00,100.31,,100.31,0.00,0.00,9.90,0.41
,9/1/21 11:15,,18,6299,6288,6278,199,385,198,,,,,74,,373,157,200,,1.250,172,0.92,0.95,2.132,738,2096,346.27,2887.93,0.27,8.68,6.64,,,,0.87,1.40,20000,,,46.25,,7,60600,,,0.7,248.2,867.0,,,655,,,,,,,,,,,,0.00,0.00,0.00,100.31,,100.31,0.00,0.00,7.69,0.32
,9/1/21 11:30," 11:30 BSW= 74 %, CL= 60600 ppm, pH= 7, H2S=  20,000 ppm, CO2= 1.4 %.",18,6303,6290,6281,198,389,195,,,,,74,,375,156,200,,1.250,173,0.92,0.95,2.133,739,2099,346.45,2886.38,0.28,8.69,6.65,,,,0.87,1.40,20000,,,46.25,,7,60600,,,0.7,255.9,888.8,,,659,,,,,,,,,,,,0.00,0.00,0.00,100.31,,100.31,0.00,0.00,7.69,0.32
,9/1/21 11:45,,18,6301,6289,6281,195,386,194,,,,,74,,373,159,202,,1.250,164,0.92,0.95,2.142,739,2102,345.25,2896.49,0.28,8.71,6.67,,,,0.87,1.40,20000,,,46.25,,7,60600,,,0.7,263.6,910.7,,,666,,,,,,,,,,,,0.00,0.00,0.00,100.31,,100.31,0.00,0.00,7.69,0.32
,9/1/21 12:00,,18,6308,6296,6257,202,388,193,,,,,74,,374,156,0,,1.250,160,0.92,0.95,0.000,739,2096,,0.00,0.00,8.63,6.60,,,,0.87,1.40,20000,,,46.25,,7,60600,,,0.7,271.4,932.6,,,671,,,,,,,,,,,,0.00,0.00,0.00,100.31,,100.31,0.00,0.00,7.69,0.32
,9/1/21 12:15,,20,6285,6270,6164,201,388,194,,,,,74,,370,166,0,,1.500,161,0.92,0.95,0.000,745,2115,,0.00,0.00,10.35,8.11,,,,0.87,1.40,20000,,,46.25,,7,60600,,,0.7,279.1,954.6,,,714,,,,,,,,,,,,0.00,0.00,0.00,100.31,,100.31,0.00,0.00,9.03,0.38
,9/1/21 12:30," 12:30 BSW= 70 %, CL= 60600 ppm, pH= 7, H2S=  20,000 ppm, CO2= 1.4 %.",20,6295,6280,6170,200,390,194,,,,,70,,373,167,130,,1.500,161,0.92,0.95,2.458,998,2329,405.85,2463.96,0.27,10.36,8.12,,,,0.87,1.40,20000,,,46.25,,7,60600,,,0.8,289.5,978.9,,,767,,,,,,,,,,,,0.00,0.00,0.00,100.31,,100.31,0.00,0.00,9.03,0.38
,9/1/21 12:45,,20,6305,6290,6179,202,396,197,,,,,70,,372,169,136,,1.500,160,0.92,0.95,2.505,"1,037",2406,413.85,2416.32,0.28,10.36,8.12,,,,0.87,1.40,20000,,,46.25,,7,60600,,,0.8,300.3,1003.9,,,815,,,,,,,,,,,,0.00,0.00,0.00,100.31,,100.31,0.00,0.00,9.03,0.38
,9/1/21 13:00,,20,6315,6301,6187,203,392,198,,,,,70,,372,169,142,,1.500,162,0.92,0.95,2.560,"1,037",2395,405.14,2468.27,0.29,10.37,8.13,,,,0.87,1.40,20000,,,46.25,,7,60600,,,0.8,311.1,1028.9,,,859,,,,,,,,,,,,0.00,0.00,0.00,100.31,,100.31,0.00,0.00,9.03,0.38
,9/1/21 13:15,,20,6329,6314,6193,201,387,195,,,,,70,,370,169,147,,1.500,163,0.92,0.95,2.595,"1,032",2385,397.94,2512.95,0.29,10.39,8.15,,,,0.87,1.40,20000,,,46.25,,7,60600,,,0.8,321.9,1053.7,,,894,,,,,,,,,,,,0.00,0.00,0.00,100.31,,100.31,0.00,0.00,12.88,0.54
,9/1/21 13:30," 13:30 BSW= 70 %, CL= 60600 ppm, pH= 7, H2S=  20,000 ppm, CO2= 1.4 %.",20,6334,6319,6197,201,391,194,,,,,70,,371,170,157,,1.500,162,0.92,0.95,2.681,"1,015",2387,378.77,2640.10,0.30,10.40,8.16,,,,0.87,1.40,20000,,,46.25,,7,60600,,,0.9,332.4,1078.6,,,920,,,,,,,,,,,,0.00,0.00,0.00,100.31,,100.31,0.00,0.00,12.88,0.54
